id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_hour,pickup_day,demand_period
id0967925,1,2016-05-02 22:08:34,2016-05-02 22:21:19,1,-73.95806121826173,40.76940536499024,-73.95652770996092,40.7476806640625,N,12.75,22,Monday,Off-Peak
id3355369,1,2016-04-05 23:55:25,2016-04-06 00:27:31,3,-73.78961944580078,40.64699935913086,-73.98294830322266,40.76590347290039,N,32.1,23,Tuesday,Off-Peak
id3051544,1,2016-01-12 21:51:00,2016-01-12 22:13:10,2,-73.99144744873048,40.74477767944336,-73.93778228759764,40.855751037597656,N,22.166666666666668,21,Tuesday,Off-Peak
id0856672,1,2016-06-03 20:04:54,2016-06-03 20:20:40,1,-74.00684356689453,40.7197151184082,-73.9918670654297,40.74812316894531,N,15.766666666666667,20,Friday,Off-Peak
id2609208,2,2016-03-28 21:33:24,2016-03-28 21:42:16,1,-73.97267913818358,40.79594039916992,-73.94903564453125,40.8231315612793,N,8.866666666666667,21,Monday,Off-Peak
id0535350,1,2016-04-07 00:23:59,2016-04-07 00:37:08,1,-73.99264526367188,40.73046875,-73.96627044677734,40.755332946777344,N,13.15,0,Thursday,Off-Peak
id2731305,2,2016-04-28 07:11:09,2016-04-28 07:20:53,1,-73.98293304443358,40.73492431640625,-73.96690368652342,40.76132583618164,N,9.733333333333333,7,Thursday,Peak
id3440585,1,2016-01-18 15:30:10,2016-01-18 15:32:59,1,-73.96825408935547,40.76287078857422,-73.96196746826173,40.76815032958984,N,2.816666666666667,15,Monday,Mid-Day
id3667871,1,2016-05-20 06:44:04,2016-05-20 06:53:49,1,-73.94965362548828,40.79263305664063,-73.9705810546875,40.76732635498047,N,9.75,6,Friday,Off-Peak
id3866644,1,2016-01-08 13:16:12,2016-01-08 13:26:25,1,-73.94468688964844,40.7793197631836,-73.96437072753906,40.76995086669922,N,10.216666666666667,13,Friday,Mid-Day
id1224841,2,2016-01-30 11:01:55,2016-01-30 11:07:30,1,-73.9843521118164,40.745880126953125,-73.97612762451173,40.76010894775391,N,5.583333333333333,11,Saturday,Mid-Day
id3927608,1,2016-06-16 13:05:23,2016-06-16 13:07:17,1,-73.98341369628906,40.73904037475586,-73.9873046875,40.73318862915039,N,1.9,13,Thursday,Mid-Day
id2574367,1,2016-06-16 21:59:26,2016-06-16 22:21:41,1,-73.97283172607422,40.755962371826165,-73.94068145751953,40.75320053100586,N,22.25,21,Thursday,Off-Peak
id2544425,1,2016-02-16 15:19:32,2016-02-16 15:21:11,1,-73.95626068115233,40.77586364746094,-73.95098114013672,40.78288650512695,N,1.65,15,Tuesday,Mid-Day
id2429887,1,2016-06-19 14:54:54,2016-06-19 14:58:54,1,-73.96826171875,40.76788330078125,-73.96186065673827,40.779590606689446,N,4.0,14,Sunday,Mid-Day
id3323460,2,2016-02-16 15:31:15,2016-02-16 15:47:19,1,-73.9786605834961,40.75270080566406,-73.98426818847656,40.745769500732415,N,16.066666666666666,15,Tuesday,Mid-Day
id1282626,1,2016-06-02 16:21:05,2016-06-02 16:36:10,1,-73.97655487060547,40.75221252441406,-73.97414398193358,40.76180648803711,N,15.083333333333334,16,Thursday,Mid-Day
id2794861,2,2016-02-08 15:48:12,2016-02-08 16:21:06,1,-73.78813934326173,40.641460418701165,-73.95451354980467,40.783218383789055,N,32.9,15,Monday,Mid-Day
id0299376,2,2016-02-12 14:20:07,2016-02-12 14:42:46,1,-73.96504211425781,40.76172637939453,-73.98455810546875,40.7486686706543,N,22.65,14,Friday,Mid-Day
id3083302,2,2016-05-28 23:59:04,2016-05-29 00:26:51,1,-74.00286102294923,40.7445182800293,-73.91141510009764,40.76422500610352,N,27.783333333333335,23,Saturday,Off-Peak
id2177200,2,2016-05-05 19:32:50,2016-05-05 19:43:47,1,-73.98597717285155,40.7676887512207,-73.99951171875,40.76136016845703,N,10.95,19,Thursday,Peak
id0715932,1,2016-03-05 17:43:55,2016-03-05 17:48:56,1,-73.94725799560547,40.775150299072266,-73.95536041259764,40.77270126342773,N,5.016666666666667,17,Saturday,Peak
id0853730,2,2016-04-04 01:03:56,2016-04-04 01:09:36,6,-73.9876937866211,40.72872924804688,-73.99588775634764,40.744171142578125,N,5.666666666666667,1,Monday,Off-Peak
id2421576,1,2016-05-18 06:32:45,2016-05-18 06:41:57,1,-73.94950866699219,40.793601989746094,-73.94481658935547,40.77906036376953,N,9.2,6,Wednesday,Off-Peak
id0576649,1,2016-04-27 08:30:29,2016-04-27 08:32:35,1,-73.97081756591797,40.74820709228516,-73.9735336303711,40.751312255859375,N,2.1,8,Wednesday,Peak
id3011696,2,2016-03-06 16:49:04,2016-03-06 17:05:03,6,-73.97512054443358,40.741580963134766,-74.00801086425781,40.73884963989258,N,15.983333333333333,16,Sunday,Mid-Day
id1950679,1,2016-01-01 23:44:39,2016-01-01 23:49:03,1,-73.97502899169923,40.75210952758789,-73.97491455078125,40.74178314208984,N,4.4,23,Friday,Off-Peak
id1971034,1,2016-05-10 19:13:53,2016-05-10 19:20:26,1,-73.97702026367188,40.74971389770508,-73.9903793334961,40.75105667114258,N,6.55,19,Tuesday,Peak
id1963392,2,2016-06-13 09:00:01,2016-06-13 09:34:41,1,-73.86377716064453,40.769901275634766,-73.97209930419923,40.75768280029297,N,34.666666666666664,9,Monday,Peak
id1283713,2,2016-04-23 16:59:10,2016-04-23 17:28:12,1,-73.98092651367188,40.68510055541992,-73.98887634277344,40.71889877319336,N,29.033333333333335,16,Saturday,Mid-Day
id3131819,2,2016-02-07 11:49:38,2016-02-07 11:54:34,6,-73.97502899169923,40.751998901367195,-73.96338653564453,40.75430679321289,N,4.933333333333334,11,Sunday,Mid-Day
id2741155,2,2016-03-26 02:45:27,2016-03-26 02:50:08,5,-73.99354553222656,40.72140121459961,-73.98252868652342,40.72791290283203,N,4.683333333333334,2,Saturday,Off-Peak
id3877472,2,2016-01-18 16:37:15,2016-01-18 16:42:35,1,-73.98410034179686,40.761749267578125,-73.98544311523438,40.75991821289063,N,5.333333333333333,16,Monday,Mid-Day
id3219245,1,2016-05-10 21:56:42,2016-05-10 22:03:36,2,-74.00093078613281,40.76182556152344,-73.9854736328125,40.761837005615234,N,6.9,21,Tuesday,Off-Peak
id1061280,2,2016-03-02 13:13:09,2016-03-02 13:29:26,1,-73.98711395263672,40.72924041748047,-74.01166534423827,40.71662521362305,N,16.283333333333335,13,Wednesday,Mid-Day
id3734116,1,2016-01-03 00:16:53,2016-01-03 00:20:42,1,-73.98008728027342,40.74235534667969,-73.98596954345702,40.743160247802734,N,3.816666666666667,0,Sunday,Off-Peak
id1026351,1,2016-06-07 23:27:17,2016-06-07 23:33:11,1,-73.96007537841797,40.76226043701172,-73.94528198242188,40.77423095703125,N,5.9,23,Tuesday,Off-Peak
id0380640,2,2016-02-12 10:11:17,2016-02-12 10:20:05,2,-73.97857666015625,40.74779510498047,-73.98052978515625,40.753955841064446,N,8.8,10,Friday,Peak
id3563564,1,2016-03-24 18:40:27,2016-03-24 19:01:16,1,-74.0078582763672,40.723190307617195,-73.98804473876953,40.759815216064446,N,20.816666666666666,18,Thursday,Peak
id2020111,1,2016-03-21 06:34:45,2016-03-21 07:54:55,1,-73.78185272216798,40.644718170166016,-73.93618774414062,40.85386657714844,N,80.16666666666667,6,Monday,Off-Peak
id2717798,1,2016-02-23 15:50:02,2016-02-23 16:03:49,1,-74.01388549804686,40.7153549194336,-73.99481201171875,40.750354766845696,N,13.783333333333333,15,Tuesday,Mid-Day
id3070976,1,2016-03-26 23:17:29,2016-03-26 23:24:59,1,-74.00092315673827,40.73182678222656,-73.99068450927734,40.724422454833984,N,7.5,23,Saturday,Off-Peak
id2315660,1,2016-02-21 01:28:11,2016-02-21 01:48:43,1,-73.9902114868164,40.71955871582031,-73.94895935058594,40.78433990478516,N,20.533333333333335,1,Sunday,Off-Peak
id2030053,1,2016-02-16 22:40:45,2016-02-16 22:49:12,2,-73.98162841796875,40.75272750854492,-74.00140380859375,40.74333572387695,N,8.45,22,Tuesday,Off-Peak
id3617079,2,2016-04-27 23:18:51,2016-04-27 23:24:08,1,-73.97212982177734,40.75143814086913,-73.98000335693358,40.73733901977539,N,5.283333333333333,23,Wednesday,Off-Peak
id1100480,2,2016-01-08 16:22:44,2016-01-08 16:37:20,1,-73.97770690917967,40.78906631469727,-73.96004486083984,40.76948928833008,N,14.6,16,Friday,Mid-Day
id0679709,2,2016-01-13 09:00:30,2016-01-13 09:07:47,1,-73.9967041015625,40.7453498840332,-73.99071502685547,40.75585174560546,N,7.283333333333333,9,Wednesday,Peak
id3630356,2,2016-06-04 07:33:09,2016-06-04 07:46:13,5,-73.98361206054686,40.73809051513672,-73.96086120605469,40.780879974365234,N,13.066666666666666,7,Saturday,Peak
id3957209,2,2016-06-04 22:41:19,2016-06-04 22:51:46,1,-73.94792938232422,40.68035888671875,-73.93341827392578,40.67066955566406,N,10.45,22,Saturday,Off-Peak
id1491960,2,2016-05-29 16:19:26,2016-05-29 16:38:04,1,-74.01439666748048,40.71387100219727,-73.98772430419923,40.76002502441406,N,18.633333333333333,16,Sunday,Mid-Day
id3846624,2,2016-03-28 14:20:30,2016-03-28 14:29:28,5,-74.00865936279298,40.70514297485352,-74.0013656616211,40.71493148803711,N,8.966666666666667,14,Monday,Mid-Day
id3806229,2,2016-06-03 18:16:57,2016-06-03 18:53:49,1,-73.99913787841797,40.75439834594727,-73.94851684570312,40.77799987792969,N,36.86666666666667,18,Friday,Peak
id0273779,2,2016-04-26 19:12:14,2016-04-26 19:30:29,6,-73.98579406738281,40.763465881347656,-73.96651458740233,40.75820541381836,N,18.25,19,Tuesday,Peak
id3018931,2,2016-01-12 18:34:49,2016-01-12 18:46:51,1,-74.01393127441406,40.71372222900391,-73.99495697021484,40.750045776367195,N,12.033333333333333,18,Tuesday,Peak
id3961490,2,2016-03-20 16:33:02,2016-03-20 16:34:51,5,-73.98214721679686,40.77811813354492,-73.98217010498048,40.77608108520508,N,1.8166666666666667,16,Sunday,Mid-Day
id3549840,2,2016-04-12 18:06:45,2016-04-12 18:16:37,1,-73.98195648193358,40.76901626586913,-73.96359252929686,40.7768783569336,N,9.866666666666667,18,Tuesday,Peak
id3699742,2,2016-02-13 19:09:14,2016-02-13 19:33:21,2,-73.98316955566406,40.749897003173835,-73.9822006225586,40.77417755126953,N,24.116666666666667,19,Saturday,Peak
id2046405,2,2016-02-08 08:11:14,2016-02-08 08:27:52,1,-73.96324920654298,40.77766036987305,-73.98615264892578,40.75321578979492,N,16.633333333333333,8,Monday,Peak
id3976485,1,2016-03-09 12:54:45,2016-03-09 13:06:44,2,-73.97337341308594,40.792518615722656,-73.90681457519531,40.88659286499024,N,11.983333333333333,12,Wednesday,Mid-Day
id3050259,1,2016-02-17 07:40:22,2016-02-17 07:53:24,2,-73.98411560058595,40.76493835449219,-73.97914123535155,40.7429313659668,N,13.033333333333333,7,Wednesday,Peak
id3737056,1,2016-04-06 18:12:05,2016-04-06 18:19:52,1,-73.986083984375,40.751930236816406,-73.97882843017578,40.761096954345696,N,7.783333333333333,18,Wednesday,Peak
id3548197,1,2016-01-04 18:41:14,2016-01-04 18:51:30,2,-73.9558868408203,40.77873229980469,-73.97309112548828,40.76382827758789,N,10.266666666666667,18,Monday,Peak
id1273184,2,2016-05-26 20:33:36,2016-05-26 20:37:28,3,-73.96669006347656,40.76118850708008,-73.95187377929686,40.77437973022461,N,3.8666666666666667,20,Thursday,Off-Peak
id2055177,2,2016-02-04 09:54:14,2016-02-04 10:11:11,1,-73.98355102539062,40.755535125732415,-73.98444366455078,40.76974868774414,N,16.95,9,Thursday,Peak
id3786916,1,2016-03-30 17:29:20,2016-03-30 17:45:12,1,-73.9723129272461,40.753803253173835,-73.985107421875,40.762638092041016,N,15.866666666666667,17,Wednesday,Peak
id3885579,2,2016-04-03 22:11:26,2016-04-03 22:23:49,1,-73.98625946044923,40.74734878540039,-73.96315002441406,40.774932861328125,N,12.383333333333333,22,Sunday,Off-Peak
id2329137,1,2016-03-11 21:37:08,2016-03-11 21:47:40,1,-74.00021362304686,40.72866439819336,-73.99049377441406,40.719608306884766,N,10.533333333333333,21,Friday,Off-Peak
id3468444,1,2016-01-04 18:55:25,2016-01-04 19:12:49,1,-74.00071716308595,40.73246383666992,-73.9637451171875,40.77112579345703,N,17.4,18,Monday,Peak
id3283037,2,2016-04-03 02:57:49,2016-04-03 03:12:07,1,-73.9874496459961,40.748828887939446,-74.00768280029298,40.705108642578125,N,14.3,2,Sunday,Off-Peak
id0307247,1,2016-02-12 09:43:42,2016-02-12 10:02:12,3,-74.00723266601561,40.72829055786133,-74.00270080566406,40.7086296081543,N,18.5,9,Friday,Peak
id0343738,1,2016-04-10 01:15:15,2016-04-10 01:41:12,1,-73.9869842529297,40.72124862670898,-73.93951416015625,40.80182266235352,N,25.95,1,Sunday,Off-Peak
id1839705,1,2016-03-15 16:31:15,2016-03-15 17:03:44,2,-73.99423980712889,40.75101852416992,-73.94361877441406,40.78943634033203,N,32.483333333333334,16,Tuesday,Mid-Day
id0479839,2,2016-03-04 02:50:58,2016-03-04 03:05:30,2,-73.97319030761719,40.757850646972656,-73.96833801269531,40.75899124145508,N,14.533333333333333,2,Friday,Off-Peak
id2992063,1,2016-03-31 17:29:13,2016-03-31 17:36:45,1,-73.95294952392578,40.77243423461913,-73.9525146484375,40.78941345214844,N,7.533333333333333,17,Thursday,Peak
id0497657,2,2016-02-12 18:02:15,2016-02-12 18:14:01,1,-73.97270965576173,40.75265884399414,-73.97064208984375,40.76480865478516,N,11.766666666666667,18,Friday,Peak
id2932298,2,2016-02-06 14:08:07,2016-02-06 14:27:21,1,-74.00223541259764,40.72985076904297,-74.00328826904298,40.71862030029297,N,19.233333333333334,14,Saturday,Mid-Day
id2303697,1,2016-03-26 20:09:14,2016-03-26 20:15:51,1,-73.98021697998048,40.738819122314446,-73.9931411743164,40.73648452758789,N,6.616666666666666,20,Saturday,Off-Peak
id0610359,1,2016-01-06 18:35:33,2016-01-06 18:40:40,1,-73.98663330078125,40.76247787475586,-73.99228668212889,40.76740646362305,N,5.116666666666666,18,Wednesday,Peak
id0554875,1,2016-06-01 22:16:15,2016-06-01 22:32:27,1,-73.95668029785155,40.7780647277832,-73.98064422607422,40.74301910400391,N,16.2,22,Wednesday,Off-Peak
id3535523,1,2016-06-03 19:17:11,2016-06-03 19:42:18,4,-73.9979248046875,40.713985443115234,-73.9923324584961,40.743446350097656,N,25.116666666666667,19,Friday,Peak
id1302683,2,2016-06-03 07:09:01,2016-06-03 07:32:38,1,-73.96453857421875,40.765602111816406,-73.86510467529298,40.77045822143555,N,23.616666666666667,7,Friday,Peak
id1716360,1,2016-04-21 11:30:11,2016-04-21 11:47:57,1,-73.97682189941406,40.76482009887695,-73.94189453125,40.79875183105469,N,17.766666666666666,11,Thursday,Mid-Day
id0267699,1,2016-02-11 08:38:32,2016-02-11 08:44:36,1,-74.01583862304686,40.71103286743164,-74.01274871826173,40.70262145996094,N,6.066666666666666,8,Thursday,Peak
id1088353,2,2016-04-23 00:31:59,2016-04-23 00:51:30,1,-73.9827423095703,40.75105667114258,-74.01516723632812,40.710147857666016,N,19.516666666666666,0,Saturday,Off-Peak
id3767218,1,2016-05-19 12:11:51,2016-05-19 12:45:44,1,-73.9758071899414,40.78750228881836,-73.9699935913086,40.76144027709961,N,33.88333333333333,12,Thursday,Mid-Day
id3411732,1,2016-03-03 09:45:17,2016-03-03 09:50:11,1,-73.99504852294923,40.744747161865234,-74.00469970703125,40.7418327331543,N,4.9,9,Thursday,Peak
id1330223,2,2016-04-01 16:54:38,2016-04-01 17:06:26,2,-73.9794692993164,40.75583267211913,-74.00041961669923,40.72989654541016,N,11.8,16,Friday,Mid-Day
id3765900,1,2016-04-02 09:36:06,2016-04-02 09:41:45,1,-73.98080444335938,40.688594818115234,-73.99400329589844,40.71786117553711,Y,5.65,9,Saturday,Peak
id1682150,2,2016-04-21 07:53:10,2016-04-21 08:10:11,6,-73.96654510498048,40.75712203979492,-73.95655822753906,40.77311706542969,N,17.016666666666666,7,Thursday,Peak
id1548433,2,2016-04-21 12:20:12,2016-04-21 13:00:57,1,-74.01554107666014,40.71200180053711,-73.9740982055664,40.75688934326172,N,40.75,12,Thursday,Mid-Day
id1132445,2,2016-02-25 07:32:23,2016-02-25 07:43:17,2,-73.9892578125,40.75802993774414,-73.98203277587889,40.74600982666016,N,10.9,7,Thursday,Peak
id2905531,2,2016-02-16 15:53:50,2016-02-16 16:19:50,1,-73.98639678955078,40.7529182434082,-73.9559097290039,40.770034790039055,N,26.0,15,Tuesday,Mid-Day
id1322615,2,2016-04-14 17:14:44,2016-04-14 17:28:17,5,-74.01040649414062,40.703311920166016,-73.98333740234375,40.71995544433594,N,13.55,17,Thursday,Peak
id0908858,1,2016-02-02 21:44:37,2016-02-02 21:50:27,1,-74.00591278076173,40.74520111083984,-73.9874496459961,40.7500228881836,N,5.833333333333333,21,Tuesday,Off-Peak
id0228346,2,2016-05-29 18:44:03,2016-05-29 18:51:50,1,-74.00326538085938,40.75055313110352,-74.00787353515625,40.74026870727539,N,7.783333333333333,18,Sunday,Peak
id3958605,2,2016-03-12 11:46:19,2016-03-12 11:53:40,2,-73.9903793334961,40.75212097167969,-73.9775390625,40.758399963378906,N,7.35,11,Saturday,Mid-Day
id2406957,2,2016-06-17 15:33:31,2016-06-17 15:49:40,1,-73.99588775634764,40.762310028076165,-74.00701904296875,40.74332046508789,N,16.15,15,Friday,Mid-Day
id1413846,2,2016-01-09 19:59:02,2016-01-09 20:18:19,1,-73.99140167236328,40.75528335571289,-73.95574188232422,40.772560119628906,N,19.283333333333335,19,Saturday,Peak
id0028349,1,2016-06-29 19:28:02,2016-06-29 19:32:53,1,-73.98046875,40.745803833007805,-73.97627258300781,40.75408935546875,N,4.85,19,Wednesday,Peak
id2268754,1,2016-05-28 23:01:58,2016-05-28 23:05:56,1,-74.004150390625,40.742305755615234,-73.99224853515625,40.737422943115234,N,3.966666666666667,23,Saturday,Off-Peak
id1627591,1,2016-06-05 22:42:02,2016-06-05 22:43:13,1,-73.99547576904298,40.764686584472656,-73.98963165283203,40.762203216552734,N,1.1833333333333333,22,Sunday,Off-Peak
id1760649,1,2016-01-13 20:13:22,2016-01-13 20:20:21,2,-74.00017547607422,40.73797225952149,-74.00477600097656,40.71657943725586,N,6.983333333333333,20,Wednesday,Off-Peak
id0180456,2,2016-02-29 08:23:51,2016-02-29 08:30:28,1,-73.9900665283203,40.75653839111328,-73.9798583984375,40.754779815673835,N,6.616666666666666,8,Monday,Peak
id3144807,1,2016-01-11 08:03:04,2016-01-11 08:03:18,1,-73.97293853759764,40.748661041259766,-73.97298431396483,40.7482795715332,N,0.23333333333333334,8,Monday,Peak
id3204412,1,2016-02-07 04:04:39,2016-02-07 04:26:06,1,-74.0029296875,40.739761352539055,-73.96871948242188,40.648975372314446,N,21.45,4,Sunday,Off-Peak
id3690152,2,2016-04-16 00:07:55,2016-04-16 00:11:26,2,-73.98204803466798,40.77505111694336,-73.97962951660156,40.78377151489258,N,3.5166666666666666,0,Saturday,Off-Peak
id2070297,2,2016-06-08 06:17:55,2016-06-08 06:22:01,1,-73.98081970214844,40.738086700439446,-73.99268341064453,40.742923736572266,N,4.1,6,Wednesday,Off-Peak
id3695228,1,2016-04-08 14:23:13,2016-04-08 14:32:48,1,-73.98748016357422,40.736003875732415,-73.9834442138672,40.72845077514648,N,9.583333333333334,14,Friday,Mid-Day
id1239114,1,2016-01-21 11:51:13,2016-01-21 11:54:55,2,-73.98967742919923,40.752418518066406,-73.9920654296875,40.7489128112793,N,3.7,11,Thursday,Mid-Day
id0894606,2,2016-04-27 22:01:22,2016-04-27 22:06:50,2,-73.94947814941406,40.78099060058594,-73.96241760253906,40.77315902709961,N,5.466666666666667,22,Wednesday,Off-Peak
id2556765,2,2016-01-16 19:08:52,2016-01-16 19:26:54,1,-73.97876739501953,40.762649536132805,-73.99394989013672,40.73559188842773,N,18.033333333333335,19,Saturday,Peak
id1116816,1,2016-03-17 23:02:54,2016-03-17 23:17:52,1,-74.00801849365233,40.73823165893555,-74.00936126708984,40.705860137939446,N,14.966666666666667,23,Thursday,Off-Peak
id1733016,2,2016-05-31 16:56:27,2016-05-31 17:22:27,4,-73.96402740478516,40.776817321777344,-73.9925079345703,40.71370315551758,N,26.0,16,Tuesday,Mid-Day
id3151865,1,2016-04-01 20:04:51,2016-04-01 20:21:59,2,-73.98062133789062,40.751224517822266,-73.9818344116211,40.76858901977539,N,17.133333333333333,20,Friday,Off-Peak
id0069485,2,2016-02-13 21:26:49,2016-02-13 21:39:28,5,-73.9752426147461,40.750198364257805,-73.95157623291014,40.77605056762695,N,12.65,21,Saturday,Off-Peak
id2552171,2,2016-05-31 08:51:10,2016-05-31 08:52:50,1,-73.9931411743164,40.752151489257805,-74.0001220703125,40.755149841308594,N,1.6666666666666667,8,Tuesday,Peak
